60882550	49741180	45954322	100-Che-Sang-1-largeVolume.bam
55835635	40431736	38015238	100-Che-Sang-2-largeVolume.bam
40318106	11798152	11419934	100-Che-Sof-1-largeVolume.bam
68229918	24312094	23347188	100-Che-Sof-2-largeVolume.bam
50843101	9744026	9632436	1k-Qia-M-rWGA-1.bam
54346633	10551655	10419658	1k-Qia-M-rWGA-2.bam
42419784	42055336	38735958	1k-Qia-M-Sof-1.bam
49997724	49574569	45659454	1k-Qia-M-Sof-2.bam
