uniq_a	uniq_b	shared	sample_a	sample_b
6490	2611	19056	1000-Qia-M-Sof-2	100-Che-R-Sang-1
5688	2778	19858	1000-Qia-M-Sof-2	100-Che-R-Sang-2
4367	3350	21179	1000-Qia-M-Sof-2	100-Che-R-Sof-1
4613	3086	20933	1000-Qia-M-Sof-2	100-Che-R-Sof-2
10664	3169	14882	1000-Qia-M-Sof-2	100-Qia-M-Sang-1
10222	2900	15324	1000-Qia-M-Sof-2	100-Qia-M-Sang-2
11154	2365	14392	1000-Qia-M-Sof-2	100-Qia-M-Sof-1
12292	2089	13254	1000-Qia-M-Sof-2	100-Qia-M-Sof-2
8654	3164	16892	1000-Qia-M-Sof-2	100-Qia-R-Sang-1
8327	3515	17219	1000-Qia-M-Sof-2	100-Qia-R-Sang-2
8169	3736	17377	1000-Qia-M-Sof-2	100-Qia-R-Sof-1
8161	3345	17385	1000-Qia-M-Sof-2	100-Qia-R-Sof-2
2972	3768	21882	1000-Qia-R-Sang-1	1000-Che-M-Sang-1
2936	3897	21918	1000-Qia-R-Sang-1	1000-Che-M-Sang-2
2859	4194	21995	1000-Qia-R-Sang-1	1000-Che-M-Sof-1
3144	3665	21710	1000-Qia-R-Sang-1	1000-Che-M-Sof-2
3054	3372	21800	1000-Qia-R-Sang-1	1000-Che-R-Sang-1
3027	3550	21827	1000-Qia-R-Sang-1	1000-Che-R-Sang-2
2830	3929	22024	1000-Qia-R-Sang-1	1000-Che-R-Sof-1
3084	3893	21770	1000-Qia-R-Sang-1	1000-Che-R-Sof-2
3795	3885	21059	1000-Qia-R-Sang-1	1000-Qia-M-Sang-1
4039	3789	20815	1000-Qia-R-Sang-1	1000-Qia-M-Sang-2
3254	4127	21600	1000-Qia-R-Sang-1	1000-Qia-M-Sof-1
3507	4199	21347	1000-Qia-R-Sang-1	1000-Qia-M-Sof-2
0	0	24854	1000-Qia-R-Sang-1	1000-Qia-R-Sang-1
3412	3537	21442	1000-Qia-R-Sang-1	1000-Qia-R-Sang-2
2749	4919	22105	1000-Qia-R-Sang-1	1000-Qia-R-Sof-1
3059	4236	21795	1000-Qia-R-Sang-1	1000-Qia-R-Sof-2
3972	3356	20882	1000-Qia-R-Sang-1	100-Che-M-Sang-1
4053	3360	20801	1000-Qia-R-Sang-1	100-Che-M-Sang-2
3059	4023	21795	1000-Qia-R-Sang-1	100-Che-M-Sof-1
23368	950	1486	1000-Qia-R-Sang-1	100-Che-M-Sof-2
5765	2578	19089	1000-Qia-R-Sang-1	100-Che-R-Sang-1
4976	2758	19878	1000-Qia-R-Sang-1	100-Che-R-Sang-2
3862	3537	20992	1000-Qia-R-Sang-1	100-Che-R-Sof-1
4198	3363	20656	1000-Qia-R-Sang-1	100-Che-R-Sof-2
10158	3355	14696	1000-Qia-R-Sang-1	100-Qia-M-Sang-1
9762	3132	15092	1000-Qia-R-Sang-1	100-Qia-M-Sang-2
10609	2512	14245	1000-Qia-R-Sang-1	100-Qia-M-Sof-1
11624	2113	13230	1000-Qia-R-Sang-1	100-Qia-M-Sof-2
7739	2941	17115	1000-Qia-R-Sang-1	100-Qia-R-Sang-1
7521	3401	17333	1000-Qia-R-Sang-1	100-Qia-R-Sang-2
7360	3619	17494	1000-Qia-R-Sang-1	100-Qia-R-Sof-1
7565	3441	17289	1000-Qia-R-Sang-1	100-Qia-R-Sof-2
3040	3711	21939	1000-Qia-R-Sang-2	1000-Che-M-Sang-1
3002	3838	21977	1000-Qia-R-Sang-2	1000-Che-M-Sang-2
3012	4222	21967	1000-Qia-R-Sang-2	1000-Che-M-Sof-1
3243	3639	21736	1000-Qia-R-Sang-2	1000-Che-M-Sof-2
3067	3260	21912	1000-Qia-R-Sang-2	1000-Che-R-Sang-1
3145	3543	21834	1000-Qia-R-Sang-2	1000-Che-R-Sang-2
2829	3803	22150	1000-Qia-R-Sang-2	1000-Che-R-Sof-1
3101	3785	21878	1000-Qia-R-Sang-2	1000-Che-R-Sof-2
3916	3881	21063	1000-Qia-R-Sang-2	1000-Qia-M-Sang-1
4158	3783	20821	1000-Qia-R-Sang-2	1000-Qia-M-Sang-2
3349	4097	21630	1000-Qia-R-Sang-2	1000-Qia-M-Sof-1
3602	4169	21377	1000-Qia-R-Sang-2	1000-Qia-M-Sof-2
3537	3412	21442	1000-Qia-R-Sang-2	1000-Qia-R-Sang-1
0	0	24979	1000-Qia-R-Sang-2	1000-Qia-R-Sang-2
2759	4804	22220	1000-Qia-R-Sang-2	1000-Qia-R-Sof-1
3154	4206	21825	1000-Qia-R-Sang-2	1000-Qia-R-Sof-2
4095	3354	20884	1000-Qia-R-Sang-2	100-Che-M-Sang-1
4159	3341	20820	1000-Qia-R-Sang-2	100-Che-M-Sang-2
3168	4007	21811	1000-Qia-R-Sang-2	100-Che-M-Sof-1
23501	958	1478	1000-Qia-R-Sang-2	100-Che-M-Sof-2
5810	2498	19169	1000-Qia-R-Sang-2	100-Che-R-Sang-1
5072	2729	19907	1000-Qia-R-Sang-2	100-Che-R-Sang-2
3832	3382	21147	1000-Qia-R-Sang-2	100-Che-R-Sof-1
4195	3235	20784	1000-Qia-R-Sang-2	100-Che-R-Sof-2
10225	3297	14754	1000-Qia-R-Sang-2	100-Qia-M-Sang-1
9855	3100	15124	1000-Qia-R-Sang-2	100-Qia-M-Sang-2
10791	2569	14188	1000-Qia-R-Sang-2	100-Qia-M-Sof-1
11808	2172	13171	1000-Qia-R-Sang-2	100-Qia-M-Sof-2
7949	3026	17030	1000-Qia-R-Sang-2	100-Qia-R-Sang-1
7674	3429	17305	1000-Qia-R-Sang-2	100-Qia-R-Sang-2
7457	3591	17522	1000-Qia-R-Sang-2	100-Qia-R-Sof-1
7594	3345	17385	1000-Qia-R-Sang-2	100-Qia-R-Sof-2
4190	2816	22834	1000-Qia-R-Sof-1	1000-Che-M-Sang-1
4105	2896	22919	1000-Qia-R-Sof-1	1000-Che-M-Sang-2
3902	3067	23122	1000-Qia-R-Sof-1	1000-Che-M-Sof-1
4231	2582	22793	1000-Qia-R-Sof-1	1000-Che-M-Sof-2
4427	2575	22597	1000-Qia-R-Sof-1	1000-Che-R-Sang-1
4391	2744	22633	1000-Qia-R-Sof-1	1000-Che-R-Sang-2
3908	2837	23116	1000-Qia-R-Sof-1	1000-Che-R-Sof-1
4066	2705	22958	1000-Qia-R-Sof-1	1000-Che-R-Sof-2
5134	3054	21890	1000-Qia-R-Sof-1	1000-Qia-M-Sang-1
5386	2966	21638	1000-Qia-R-Sof-1	1000-Qia-M-Sang-2
4296	2999	22728	1000-Qia-R-Sof-1	1000-Qia-M-Sof-1
4608	3130	22416	1000-Qia-R-Sof-1	1000-Qia-M-Sof-2
4919	2749	22105	1000-Qia-R-Sof-1	1000-Qia-R-Sang-1
4804	2759	22220	1000-Qia-R-Sof-1	1000-Qia-R-Sang-2
0	0	27024	1000-Qia-R-Sof-1	1000-Qia-R-Sof-1
4142	3149	22882	1000-Qia-R-Sof-1	1000-Qia-R-Sof-2
5559	2773	21465	1000-Qia-R-Sof-1	100-Che-M-Sang-1
5630	2767	21394	1000-Qia-R-Sof-1	100-Che-M-Sang-2
4222	3016	22802	1000-Qia-R-Sof-1	100-Che-M-Sof-1
25521	933	1503	1000-Qia-R-Sof-1	100-Che-M-Sof-2
7522	2165	19502	1000-Qia-R-Sof-1	100-Che-R-Sang-1
6749	2361	20275	1000-Qia-R-Sof-1	100-Che-R-Sang-2
5184	2689	21840	1000-Qia-R-Sof-1	100-Che-R-Sof-1
5502	2497	21522	1000-Qia-R-Sof-1	100-Che-R-Sof-2
11908	2935	15116	1000-Qia-R-Sof-1	100-Qia-M-Sang-1
11630	2830	15394	1000-Qia-R-Sof-1	100-Qia-M-Sang-2
12469	2202	14555	1000-Qia-R-Sof-1	100-Qia-M-Sof-1
13630	1949	13394	1000-Qia-R-Sof-1	100-Qia-M-Sof-2
9771	2803	17253	1000-Qia-R-Sof-1	100-Qia-R-Sang-1
9235	2945	17789	1000-Qia-R-Sof-1	100-Qia-R-Sang-2
9022	3111	18002	1000-Qia-R-Sof-1	100-Qia-R-Sof-1
9190	2896	17834	1000-Qia-R-Sof-1	100-Qia-R-Sof-2
3597	3216	22434	1000-Qia-R-Sof-2	1000-Che-M-Sang-1
3476	3260	22555	1000-Qia-R-Sof-2	1000-Che-M-Sang-2
3314	3472	22717	1000-Qia-R-Sof-2	1000-Che-M-Sof-1
3661	3005	22370	1000-Qia-R-Sof-2	1000-Che-M-Sof-2
3710	2851	22321	1000-Qia-R-Sof-2	1000-Che-R-Sang-1
3698	3044	22333	1000-Qia-R-Sof-2	1000-Che-R-Sang-2
3317	3239	22714	1000-Qia-R-Sof-2	1000-Che-R-Sof-1
3566	3198	22465	1000-Qia-R-Sof-2	1000-Che-R-Sof-2
4347	3260	21684	1000-Qia-R-Sof-2	1000-Qia-M-Sang-1
4747	3320	21284	1000-Qia-R-Sof-2	1000-Qia-M-Sang-2
3678	3374	22353	1000-Qia-R-Sof-2	1000-Qia-M-Sof-1
3899	3414	22132	1000-Qia-R-Sof-2	1000-Qia-M-Sof-2
4236	3059	21795	1000-Qia-R-Sof-2	1000-Qia-R-Sang-1
4206	3154	21825	1000-Qia-R-Sof-2	1000-Qia-R-Sang-2
3149	4142	22882	1000-Qia-R-Sof-2	1000-Qia-R-Sof-1
0	0	26031	1000-Qia-R-Sof-2	1000-Qia-R-Sof-2
4711	2918	21320	1000-Qia-R-Sof-2	100-Che-M-Sang-1
4799	2929	21232	1000-Qia-R-Sof-2	100-Che-M-Sang-2
3740	3527	22291	1000-Qia-R-Sof-2	100-Che-M-Sof-1
24526	931	1505	1000-Qia-R-Sof-2	100-Che-M-Sof-2
6790	2426	19241	1000-Qia-R-Sof-2	100-Che-R-Sang-1
5983	2588	20048	1000-Qia-R-Sof-2	100-Che-R-Sang-2
4478	2976	21553	1000-Qia-R-Sof-2	100-Che-R-Sof-1
4781	2769	21250	1000-Qia-R-Sof-2	100-Che-R-Sof-2
11127	3147	14904	1000-Qia-R-Sof-2	100-Qia-M-Sang-1
10649	2842	15382	1000-Qia-R-Sof-2	100-Qia-M-Sang-2
11669	2395	14362	1000-Qia-R-Sof-2	100-Qia-M-Sof-1
12664	1976	13367	1000-Qia-R-Sof-2	100-Qia-M-Sof-2
8831	2856	17200	1000-Qia-R-Sof-2	100-Qia-R-Sang-1
8391	3094	17640	1000-Qia-R-Sof-2	100-Qia-R-Sang-2
8191	3273	17840	1000-Qia-R-Sof-2	100-Qia-R-Sof-1
8458	3157	17573	1000-Qia-R-Sof-2	100-Qia-R-Sof-2
2666	4078	21572	100-Che-M-Sang-1	1000-Che-M-Sang-1
2566	4143	21672	100-Che-M-Sang-1	1000-Che-M-Sang-2
2578	4529	21660	100-Che-M-Sang-1	1000-Che-M-Sof-1
2751	3888	21487	100-Che-M-Sang-1	1000-Che-M-Sof-2
2952	3886	21286	100-Che-M-Sang-1	1000-Che-R-Sang-1
2892	4031	21346	100-Che-M-Sang-1	1000-Che-R-Sang-2
2745	4460	21493	100-Che-M-Sang-1	1000-Che-R-Sof-1
2921	4346	21317	100-Che-M-Sang-1	1000-Che-R-Sof-2
3322	4028	20916	100-Che-M-Sang-1	1000-Qia-M-Sang-1
3692	4058	20546	100-Che-M-Sang-1	1000-Qia-M-Sang-2
3028	4517	21210	100-Che-M-Sang-1	1000-Qia-M-Sof-1
3117	4425	21121	100-Che-M-Sang-1	1000-Qia-M-Sof-2
3356	3972	20882	100-Che-M-Sang-1	1000-Qia-R-Sang-1
3354	4095	20884	100-Che-M-Sang-1	1000-Qia-R-Sang-2
2773	5559	21465	100-Che-M-Sang-1	1000-Qia-R-Sof-1
2918	4711	21320	100-Che-M-Sang-1	1000-Qia-R-Sof-2
0	0	24238	100-Che-M-Sang-1	100-Che-M-Sang-1
3615	3538	20623	100-Che-M-Sang-1	100-Che-M-Sang-2
2782	4362	21456	100-Che-M-Sang-1	100-Che-M-Sof-1
22764	962	1474	100-Che-M-Sang-1	100-Che-M-Sof-2
5353	2782	18885	100-Che-M-Sang-1	100-Che-R-Sang-1
4702	3100	19536	100-Che-M-Sang-1	100-Che-R-Sang-2
3585	3876	20653	100-Che-M-Sang-1	100-Che-R-Sof-1
3870	3651	20368	100-Che-M-Sang-1	100-Che-R-Sof-2
9492	3305	14746	100-Che-M-Sang-1	100-Qia-M-Sang-1
9193	3179	15045	100-Che-M-Sang-1	100-Qia-M-Sang-2
10112	2631	14126	100-Che-M-Sang-1	100-Qia-M-Sof-1
11104	2209	13134	100-Che-M-Sang-1	100-Qia-M-Sof-2
7583	3401	16655	100-Che-M-Sang-1	100-Qia-R-Sang-1
7131	3627	17107	100-Che-M-Sang-1	100-Qia-R-Sang-2
7133	4008	17105	100-Che-M-Sang-1	100-Qia-R-Sof-1
7286	3778	16952	100-Che-M-Sang-1	100-Qia-R-Sof-2
2646	4135	21515	100-Che-M-Sang-2	1000-Che-M-Sang-1
2542	4196	21619	100-Che-M-Sang-2	1000-Che-M-Sang-2
2660	4688	21501	100-Che-M-Sang-2	1000-Che-M-Sof-1
2827	4041	21334	100-Che-M-Sang-2	1000-Che-M-Sof-2
2840	3851	21321	100-Che-M-Sang-2	1000-Che-R-Sang-1
2843	4059	21318	100-Che-M-Sang-2	1000-Che-R-Sang-2
2758	4550	21403	100-Che-M-Sang-2	1000-Che-R-Sof-1
2881	4383	21280	100-Che-M-Sang-2	1000-Che-R-Sof-2
3344	4127	20817	100-Che-M-Sang-2	1000-Qia-M-Sang-1
3665	4108	20496	100-Che-M-Sang-2	1000-Qia-M-Sang-2
3025	4591	21136	100-Che-M-Sang-2	1000-Qia-M-Sof-1
3109	4494	21052	100-Che-M-Sang-2	1000-Qia-M-Sof-2
3360	4053	20801	100-Che-M-Sang-2	1000-Qia-R-Sang-1
3341	4159	20820	100-Che-M-Sang-2	1000-Qia-R-Sang-2
2767	5630	21394	100-Che-M-Sang-2	1000-Qia-R-Sof-1
2929	4799	21232	100-Che-M-Sang-2	1000-Qia-R-Sof-2
3538	3615	20623	100-Che-M-Sang-2	100-Che-M-Sang-1
0	0	24161	100-Che-M-Sang-2	100-Che-M-Sang-2
2801	4458	21360	100-Che-M-Sang-2	100-Che-M-Sof-1
22674	949	1487	100-Che-M-Sang-2	100-Che-M-Sof-2
5307	2813	18854	100-Che-M-Sang-2	100-Che-R-Sang-1
4685	3160	19476	100-Che-M-Sang-2	100-Che-R-Sang-2
3530	3898	20631	100-Che-M-Sang-2	100-Che-R-Sof-1
3866	3724	20295	100-Che-M-Sang-2	100-Che-R-Sof-2
9534	3424	14627	100-Che-M-Sang-2	100-Qia-M-Sang-1
9198	3261	14963	100-Che-M-Sang-2	100-Qia-M-Sang-2
10141	2737	14020	100-Che-M-Sang-2	100-Qia-M-Sof-1
11116	2298	13045	100-Che-M-Sang-2	100-Qia-M-Sof-2
7621	3516	16540	100-Che-M-Sang-2	100-Qia-R-Sang-1
7246	3819	16915	100-Che-M-Sang-2	100-Qia-R-Sang-2
7078	4030	17083	100-Che-M-Sang-2	100-Qia-R-Sof-1
7264	3833	16897	100-Che-M-Sang-2	100-Qia-R-Sof-2
3165	2997	22653	100-Che-M-Sof-1	1000-Che-M-Sang-1
3128	3125	22690	100-Che-M-Sof-1	1000-Che-M-Sang-2
2908	3279	22910	100-Che-M-Sof-1	1000-Che-M-Sof-1
3237	2794	22581	100-Che-M-Sof-1	1000-Che-M-Sof-2
3588	2942	22230	100-Che-M-Sof-1	1000-Che-R-Sang-1
3457	3016	22361	100-Che-M-Sof-1	1000-Che-R-Sang-2
3137	3272	22681	100-Che-M-Sof-1	1000-Che-R-Sof-1
3306	3151	22512	100-Che-M-Sof-1	1000-Che-R-Sof-2
4083	3209	21735	100-Che-M-Sof-1	1000-Qia-M-Sang-1
4368	3154	21450	100-Che-M-Sof-1	1000-Qia-M-Sang-2
3426	3335	22392	100-Che-M-Sof-1	1000-Qia-M-Sof-1
3642	3370	22176	100-Che-M-Sof-1	1000-Qia-M-Sof-2
4023	3059	21795	100-Che-M-Sof-1	1000-Qia-R-Sang-1
4007	3168	21811	100-Che-M-Sof-1	1000-Qia-R-Sang-2
3016	4222	22802	100-Che-M-Sof-1	1000-Qia-R-Sof-1
3527	3740	22291	100-Che-M-Sof-1	1000-Qia-R-Sof-2
4362	2782	21456	100-Che-M-Sof-1	100-Che-M-Sang-1
4458	2801	21360	100-Che-M-Sof-1	100-Che-M-Sang-2
0	0	25818	100-Che-M-Sof-1	100-Che-M-Sof-1
24329	947	1489	100-Che-M-Sof-1	100-Che-M-Sof-2
6462	2311	19356	100-Che-M-Sof-1	100-Che-R-Sang-1
5715	2533	20103	100-Che-M-Sof-1	100-Che-R-Sang-2
4274	2985	21544	100-Che-M-Sof-1	100-Che-R-Sof-1
4547	2748	21271	100-Che-M-Sof-1	100-Che-R-Sof-2
10841	3074	14977	100-Che-M-Sof-1	100-Qia-M-Sang-1
10440	2846	15378	100-Che-M-Sof-1	100-Qia-M-Sang-2
11390	2329	14428	100-Che-M-Sof-1	100-Qia-M-Sof-1
12416	1941	13402	100-Che-M-Sof-1	100-Qia-M-Sof-2
8692	2930	17126	100-Che-M-Sof-1	100-Qia-R-Sang-1
8320	3236	17498	100-Che-M-Sof-1	100-Qia-R-Sang-2
8082	3377	17736	100-Che-M-Sof-1	100-Qia-R-Sof-1
8220	3132	17598	100-Che-M-Sof-1	100-Qia-R-Sof-2
940	24154	1496	100-Che-M-Sof-2	1000-Che-M-Sang-1
944	24323	1492	100-Che-M-Sof-2	1000-Che-M-Sang-2
942	24695	1494	100-Che-M-Sof-2	1000-Che-M-Sof-1
933	23872	1503	100-Che-M-Sof-2	1000-Che-M-Sof-2
929	23665	1507	100-Che-M-Sof-2	1000-Che-R-Sang-1
927	23868	1509	100-Che-M-Sof-2	1000-Che-R-Sang-2
926	24443	1510	100-Che-M-Sof-2	1000-Che-R-Sof-1
944	24171	1492	100-Che-M-Sof-2	1000-Che-R-Sof-2
941	23449	1495	100-Che-M-Sof-2	1000-Qia-M-Sang-1
951	23119	1485	100-Che-M-Sof-2	1000-Qia-M-Sang-2
931	24222	1505	100-Che-M-Sof-2	1000-Qia-M-Sof-1
946	24056	1490	100-Che-M-Sof-2	1000-Qia-M-Sof-2
950	23368	1486	100-Che-M-Sof-2	1000-Qia-R-Sang-1
958	23501	1478	100-Che-M-Sof-2	1000-Qia-R-Sang-2
933	25521	1503	100-Che-M-Sof-2	1000-Qia-R-Sof-1
931	24526	1505	100-Che-M-Sof-2	1000-Qia-R-Sof-2
962	22764	1474	100-Che-M-Sof-2	100-Che-M-Sang-1
949	22674	1487	100-Che-M-Sof-2	100-Che-M-Sang-2
947	24329	1489	100-Che-M-Sof-2	100-Che-M-Sof-1
0	0	2436	100-Che-M-Sof-2	100-Che-M-Sof-2
1002	20233	1434	100-Che-M-Sof-2	100-Che-R-Sang-1
984	21184	1452	100-Che-M-Sof-2	100-Che-R-Sang-2
964	23057	1472	100-Che-M-Sof-2	100-Che-R-Sof-1
948	22531	1488	100-Che-M-Sof-2	100-Che-R-Sof-2
1294	16909	1142	100-Che-M-Sof-2	100-Qia-M-Sang-1
1253	17041	1183	100-Che-M-Sof-2	100-Qia-M-Sang-2
1262	15583	1174	100-Che-M-Sof-2	100-Qia-M-Sof-1
1292	14199	1144	100-Che-M-Sof-2	100-Qia-M-Sof-2
1174	18794	1262	100-Che-M-Sof-2	100-Qia-R-Sang-1
1160	19458	1276	100-Che-M-Sof-2	100-Qia-R-Sang-2
1130	19807	1306	100-Che-M-Sof-2	100-Qia-R-Sof-1
1116	19410	1320	100-Che-M-Sof-2	100-Qia-R-Sof-2
2319	6302	19348	100-Che-R-Sang-1	1000-Che-M-Sang-1
2215	6363	19452	100-Che-R-Sang-1	1000-Che-M-Sang-2
2279	6801	19388	100-Che-R-Sang-1	1000-Che-M-Sof-1
2355	6063	19312	100-Che-R-Sang-1	1000-Che-M-Sof-2
2220	5725	19447	100-Che-R-Sang-1	1000-Che-R-Sang-1
2241	5951	19426	100-Che-R-Sang-1	1000-Che-R-Sang-2
2150	6436	19517	100-Che-R-Sang-1	1000-Che-R-Sof-1
2223	6219	19444	100-Che-R-Sang-1	1000-Che-R-Sof-2
2839	6116	18828	100-Che-R-Sang-1	1000-Qia-M-Sang-1
2938	5875	18729	100-Che-R-Sang-1	1000-Qia-M-Sang-2
2508	6568	19159	100-Che-R-Sang-1	1000-Qia-M-Sof-1
2611	6490	19056	100-Che-R-Sang-1	1000-Qia-M-Sof-2
2578	5765	19089	100-Che-R-Sang-1	1000-Qia-R-Sang-1
2498	5810	19169	100-Che-R-Sang-1	1000-Qia-R-Sang-2
2165	7522	19502	100-Che-R-Sang-1	1000-Qia-R-Sof-1
2426	6790	19241	100-Che-R-Sang-1	1000-Qia-R-Sof-2
2782	5353	18885	100-Che-R-Sang-1	100-Che-M-Sang-1
2813	5307	18854	100-Che-R-Sang-1	100-Che-M-Sang-2
2311	6462	19356	100-Che-R-Sang-1	100-Che-M-Sof-1
20233	1002	1434	100-Che-R-Sang-1	100-Che-M-Sof-2
0	0	21667	100-Che-R-Sang-1	100-Che-R-Sang-1
3385	4354	18282	100-Che-R-Sang-1	100-Che-R-Sang-2
2666	5528	19001	100-Che-R-Sang-1	100-Che-R-Sof-1
2776	5128	18891	100-Che-R-Sang-1	100-Che-R-Sof-2
8090	4474	13577	100-Che-R-Sang-1	100-Qia-M-Sang-1
7857	4414	13810	100-Che-R-Sang-1	100-Qia-M-Sang-2
8470	3560	13197	100-Che-R-Sang-1	100-Qia-M-Sof-1
9206	2882	12461	100-Che-R-Sang-1	100-Qia-M-Sof-2
6125	4514	15542	100-Che-R-Sang-1	100-Qia-R-Sang-1
5658	4725	16009	100-Che-R-Sang-1	100-Qia-R-Sang-2
5656	5102	16011	100-Che-R-Sang-1	100-Qia-R-Sof-1
5853	4916	15814	100-Che-R-Sang-1	100-Qia-R-Sof-2
2408	5422	20228	100-Che-R-Sang-2	1000-Che-M-Sang-1
2307	5486	20329	100-Che-R-Sang-2	1000-Che-M-Sang-2
2343	5896	20293	100-Che-R-Sang-2	1000-Che-M-Sof-1
2555	5294	20081	100-Che-R-Sang-2	1000-Che-M-Sof-2
2392	4928	20244	100-Che-R-Sang-2	1000-Che-R-Sang-1
2449	5190	20187	100-Che-R-Sang-2	1000-Che-R-Sang-2
2267	5584	20369	100-Che-R-Sang-2	1000-Che-R-Sof-1
2404	5431	20232	100-Che-R-Sang-2	1000-Che-R-Sof-2
2982	5290	19654	100-Che-R-Sang-2	1000-Qia-M-Sang-1
3203	5171	19433	100-Che-R-Sang-2	1000-Qia-M-Sang-2
2695	5786	19941	100-Che-R-Sang-2	1000-Qia-M-Sof-1
2778	5688	19858	100-Che-R-Sang-2	1000-Qia-M-Sof-2
2758	4976	19878	100-Che-R-Sang-2	1000-Qia-R-Sang-1
2729	5072	19907	100-Che-R-Sang-2	1000-Qia-R-Sang-2
2361	6749	20275	100-Che-R-Sang-2	1000-Qia-R-Sof-1
2588	5983	20048	100-Che-R-Sang-2	1000-Qia-R-Sof-2
3100	4702	19536	100-Che-R-Sang-2	100-Che-M-Sang-1
3160	4685	19476	100-Che-R-Sang-2	100-Che-M-Sang-2
2533	5715	20103	100-Che-R-Sang-2	100-Che-M-Sof-1
21184	984	1452	100-Che-R-Sang-2	100-Che-M-Sof-2
4354	3385	18282	100-Che-R-Sang-2	100-Che-R-Sang-1
0	0	22636	100-Che-R-Sang-2	100-Che-R-Sang-2
2943	4836	19693	100-Che-R-Sang-2	100-Che-R-Sof-1
3138	4521	19498	100-Che-R-Sang-2	100-Che-R-Sof-2
8700	4115	13936	100-Che-R-Sang-2	100-Qia-M-Sang-1
8336	3924	14300	100-Che-R-Sang-2	100-Qia-M-Sang-2
9155	3276	13481	100-Che-R-Sang-2	100-Qia-M-Sof-1
9946	2653	12690	100-Che-R-Sang-2	100-Qia-M-Sof-2
6598	4018	16038	100-Che-R-Sang-2	100-Qia-R-Sang-1
6310	4408	16326	100-Che-R-Sang-2	100-Qia-R-Sang-2
6170	4647	16466	100-Che-R-Sang-2	100-Qia-R-Sof-1
6341	4435	16295	100-Che-R-Sang-2	100-Qia-R-Sof-2
2972	4093	21557	100-Che-R-Sof-1	1000-Che-M-Sang-1
2859	4145	21670	100-Che-R-Sof-1	1000-Che-M-Sang-2
2835	4495	21694	100-Che-R-Sof-1	1000-Che-M-Sof-1
3043	3889	21486	100-Che-R-Sof-1	1000-Che-M-Sof-2
2924	3567	21605	100-Che-R-Sof-1	1000-Che-R-Sang-1
2962	3810	21567	100-Che-R-Sof-1	1000-Che-R-Sang-2
2687	4111	21842	100-Che-R-Sof-1	1000-Che-R-Sof-1
2758	3892	21771	100-Che-R-Sof-1	1000-Che-R-Sof-2
3741	4156	20788	100-Che-R-Sof-1	1000-Qia-M-Sang-1
4057	4132	20472	100-Che-R-Sof-1	1000-Qia-M-Sang-2
3206	4404	21323	100-Che-R-Sof-1	1000-Qia-M-Sof-1
3350	4367	21179	100-Che-R-Sof-1	1000-Qia-M-Sof-2
3537	3862	20992	100-Che-R-Sof-1	1000-Qia-R-Sang-1
3382	3832	21147	100-Che-R-Sof-1	1000-Qia-R-Sang-2
2689	5184	21840	100-Che-R-Sof-1	1000-Qia-R-Sof-1
2976	4478	21553	100-Che-R-Sof-1	1000-Qia-R-Sof-2
3876	3585	20653	100-Che-R-Sof-1	100-Che-M-Sang-1
3898	3530	20631	100-Che-R-Sof-1	100-Che-M-Sang-2
2985	4274	21544	100-Che-R-Sof-1	100-Che-M-Sof-1
23057	964	1472	100-Che-R-Sof-1	100-Che-M-Sof-2
5528	2666	19001	100-Che-R-Sof-1	100-Che-R-Sang-1
4836	2943	19693	100-Che-R-Sof-1	100-Che-R-Sang-2
0	0	24529	100-Che-R-Sof-1	100-Che-R-Sof-1
3788	3278	20741	100-Che-R-Sof-1	100-Che-R-Sof-2
10026	3548	14503	100-Che-R-Sof-1	100-Qia-M-Sang-1
9586	3281	14943	100-Che-R-Sof-1	100-Qia-M-Sang-2
10477	2705	14052	100-Che-R-Sof-1	100-Qia-M-Sof-1
11453	2267	13076	100-Che-R-Sof-1	100-Qia-M-Sof-2
7762	3289	16767	100-Che-R-Sof-1	100-Qia-R-Sang-1
7367	3572	17162	100-Che-R-Sof-1	100-Qia-R-Sang-2
7121	3705	17408	100-Che-R-Sof-1	100-Qia-R-Sof-1
7406	3607	17123	100-Che-R-Sof-1	100-Qia-R-Sof-2
2750	4381	21269	100-Che-R-Sof-2	1000-Che-M-Sang-1
2673	4469	21346	100-Che-R-Sof-2	1000-Che-M-Sang-2
2593	4763	21426	100-Che-R-Sof-2	1000-Che-M-Sof-1
2730	4086	21289	100-Che-R-Sof-2	1000-Che-M-Sof-2
2767	3920	21252	100-Che-R-Sof-2	1000-Che-R-Sang-1
2741	4099	21278	100-Che-R-Sof-2	1000-Che-R-Sang-2
2522	4456	21497	100-Che-R-Sof-2	1000-Che-R-Sof-1
2513	4157	21506	100-Che-R-Sof-2	1000-Che-R-Sof-2
3528	4453	20491	100-Che-R-Sof-2	1000-Qia-M-Sang-1
3664	4249	20355	100-Che-R-Sof-2	1000-Qia-M-Sang-2
2966	4674	21053	100-Che-R-Sof-2	1000-Qia-M-Sof-1
3086	4613	20933	100-Che-R-Sof-2	1000-Qia-M-Sof-2
3363	4198	20656	100-Che-R-Sof-2	1000-Qia-R-Sang-1
3235	4195	20784	100-Che-R-Sof-2	1000-Qia-R-Sang-2
2497	5502	21522	100-Che-R-Sof-2	1000-Qia-R-Sof-1
2769	4781	21250	100-Che-R-Sof-2	1000-Qia-R-Sof-2
3651	3870	20368	100-Che-R-Sof-2	100-Che-M-Sang-1
