mq_count	mapQuality	ext	s1	s2	density
26783	56	chelex	sof2	sanger2	1K
27880	47	chelex	sof2	sanger2	1K
27949	37	chelex	sof2	sanger2	1K
28273	53	chelex	sof2	sanger2	1K
29318	59	chelex	sof2	sanger2	1K
30116	23	chelex	sof2	sanger2	1K
31373	41	chelex	sof2	sanger2	1K
31580	36	chelex	sof2	sanger2	1K
31650	22	chelex	sof2	sanger2	1K
31796	51	chelex	sof2	sanger2	1K
34074	42	chelex	sof2	sanger2	1K
34321	50	chelex	sof2	sanger2	1K
35767	26	chelex	sof2	sanger2	1K
37674	55	chelex	sof2	sanger2	1K
38454	29	chelex	sof2	sanger2	1K
40044	57	chelex	sof2	sanger2	1K
40560	49	chelex	sof2	sanger2	1K
40630	39	chelex	sof2	sanger2	1K
43812	8	chelex	sof2	sanger2	1K
44603	25	chelex	sof2	sanger2	1K
45756	28	chelex	sof2	sanger2	1K
48181	48	chelex	sof2	sanger2	1K
49373	54	chelex	sof2	sanger2	1K
51589	24	chelex	sof2	sanger2	1K
53753	11	chelex	sof2	sanger2	1K
54143	10	chelex	sof2	sanger2	1K
54455	27	chelex	sof2	sanger2	1K
57505	43	chelex	sof2	sanger2	1K
61421	30	chelex	sof2	sanger2	1K
65943	31	chelex	sof2	sanger2	1K
68858	45	chelex	sof2	sanger2	1K
70608	14	chelex	sof2	sanger2	1K
74549	17	chelex	sof2	sanger2	1K
77142	13	chelex	sof2	sanger2	1K
85072	15	chelex	sof2	sanger2	1K
92191	16	chelex	sof2	sanger2	1K
105070	33	chelex	sof2	sanger2	1K
116176	12	chelex	sof2	sanger2	1K
126933	18	chelex	sof2	sanger2	1K
140215	19	chelex	sof2	sanger2	1K
141160	58	chelex	sof2	sanger2	1K
155934	2	chelex	sof2	sanger2	1K
168125	5	chelex	sof2	sanger2	1K
184528	1	chelex	sof2	sanger2	1K
197562	3	chelex	sof2	sanger2	1K
207603	4	chelex	sof2	sanger2	1K
220389	21	chelex	sof2	sanger2	1K
321605	6	chelex	sof2	sanger2	1K
346528	7	chelex	sof2	sanger2	1K
382868	52	chelex	sof2	sanger2	1K
585621	9	chelex	sof2	sanger2	1K
1110319	46	chelex	sof2	sanger2	1K
3646068	40	chelex	sof2	sanger2	1K
34896484	60	chelex	sof2	sanger2	1K
50834943	0	chelex	sof2	sanger2	1K
18404	32	qiagen	sanger1	sanger2	100
19291	34	qiagen	sanger1	sanger2	100
19751	35	qiagen	sanger1	sanger2	100
22537	44	qiagen	sanger1	sanger2	100
23168	38	qiagen	sanger1	sanger2	100
26031	47	qiagen	sanger1	sanger2	100
26330	41	qiagen	sanger1	sanger2	100
26608	56	qiagen	sanger1	sanger2	100
27082	37	qiagen	sanger1	sanger2	100
27496	20	qiagen	sanger1	sanger2	100
27943	42	qiagen	sanger1	sanger2	100
28157	53	qiagen	sanger1	sanger2	100
28260	23	qiagen	sanger1	sanger2	100
29041	36	qiagen	sanger1	sanger2	100
29196	51	qiagen	sanger1	sanger2	100
29420	50	qiagen	sanger1	sanger2	100
30623	59	qiagen	sanger1	sanger2	100
31560	22	qiagen	sanger1	sanger2	100
32390	57	qiagen	sanger1	sanger2	100
33352	55	qiagen	sanger1	sanger2	100
34689	26	qiagen	sanger1	sanger2	100
35729	49	qiagen	sanger1	sanger2	100
37011	28	qiagen	sanger1	sanger2	100
37937	29	qiagen	sanger1	sanger2	100
39537	25	qiagen	sanger1	sanger2	100
41408	8	qiagen	sanger1	sanger2	100
42293	43	qiagen	sanger1	sanger2	100
44840	24	qiagen	sanger1	sanger2	100
45218	39	qiagen	sanger1	sanger2	100
47079	27	qiagen	sanger1	sanger2	100
49143	48	qiagen	sanger1	sanger2	100
49757	45	qiagen	sanger1	sanger2	100
49943	11	qiagen	sanger1	sanger2	100
51346	30	qiagen	sanger1	sanger2	100
52043	54	qiagen	sanger1	sanger2	100
56338	10	qiagen	sanger1	sanger2	100
60613	31	qiagen	sanger1	sanger2	100
62279	17	qiagen	sanger1	sanger2	100
69418	13	qiagen	sanger1	sanger2	100
71767	16	qiagen	sanger1	sanger2	100
74043	14	qiagen	sanger1	sanger2	100
79228	15	qiagen	sanger1	sanger2	100
80486	58	qiagen	sanger1	sanger2	100
93517	33	qiagen	sanger1	sanger2	100
101840	12	qiagen	sanger1	sanger2	100
107920	19	qiagen	sanger1	sanger2	100
116620	18	qiagen	sanger1	sanger2	100
127996	2	qiagen	sanger1	sanger2	100
137402	5	qiagen	sanger1	sanger2	100
151197	1	qiagen	sanger1	sanger2	100
154915	21	qiagen	sanger1	sanger2	100
166254	4	qiagen	sanger1	sanger2	100
175493	3	qiagen	sanger1	sanger2	100
193057	52	qiagen	sanger1	sanger2	100
319704	6	qiagen	sanger1	sanger2	100
345156	7	qiagen	sanger1	sanger2	100
453848	9	qiagen	sanger1	sanger2	100
689387	46	qiagen	sanger1	sanger2	100
2320202	40	qiagen	sanger1	sanger2	100
30200286	0	qiagen	sanger1	sanger2	100
36793233	60	qiagen	sanger1	sanger2	100
26925	32	qiagen	sanger1	sanger2	1K
27195	34	qiagen	sanger1	sanger2	1K
27514	38	qiagen	sanger1	sanger2	1K
31198	35	qiagen	sanger1	sanger2	1K
34369	20	qiagen	sanger1	sanger2	1K
36029	41	qiagen	sanger1	sanger2	1K
38342	44	qiagen	sanger1	sanger2	1K
39205	23	qiagen	sanger1	sanger2	1K
39679	37	qiagen	sanger1	sanger2	1K
39864	26	qiagen	sanger1	sanger2	1K
40863	29	qiagen	sanger1	sanger2	1K
41105	36	qiagen	sanger1	sanger2	1K
41469	42	qiagen	sanger1	sanger2	1K
41572	56	qiagen	sanger1	sanger2	1K
42638	28	qiagen	sanger1	sanger2	1K
43571	22	qiagen	sanger1	sanger2	1K
43673	47	qiagen	sanger1	sanger2	1K
43911	53	qiagen	sanger1	sanger2	1K
45331	50	qiagen	sanger1	sanger2	1K
47767	51	qiagen	sanger1	sanger2	1K
51003	59	qiagen	sanger1	sanger2	1K
51407	57	qiagen	sanger1	sanger2	1K
51621	43	qiagen	sanger1	sanger2	1K
52155	55	qiagen	sanger1	sanger2	1K
52751	8	qiagen	sanger1	sanger2	1K
53113	25	qiagen	sanger1	sanger2	1K
53537	17	qiagen	sanger1	sanger2	1K
55783	11	qiagen	sanger1	sanger2	1K
56720	49	qiagen	sanger1	sanger2	1K
59428	10	qiagen	sanger1	sanger2	1K
60220	45	qiagen	sanger1	sanger2	1K
60628	30	qiagen	sanger1	sanger2	1K
61781	24	qiagen	sanger1	sanger2	1K
62289	16	qiagen	sanger1	sanger2	1K
63646	39	qiagen	sanger1	sanger2	1K
64008	31	qiagen	sanger1	sanger2	1K
68614	58	qiagen	sanger1	sanger2	1K
68898	14	qiagen	sanger1	sanger2	1K
71682	27	qiagen	sanger1	sanger2	1K
76938	13	qiagen	sanger1	sanger2	1K
83389	54	qiagen	sanger1	sanger2	1K
86549	15	qiagen	sanger1	sanger2	1K
86619	48	qiagen	sanger1	sanger2	1K
92178	19	qiagen	sanger1	sanger2	1K
95793	12	qiagen	sanger1	sanger2	1K
96808	33	qiagen	sanger1	sanger2	1K
102556	18	qiagen	sanger1	sanger2	1K
114229	2	qiagen	sanger1	sanger2	1K
115930	5	qiagen	sanger1	sanger2	1K
118867	21	qiagen	sanger1	sanger2	1K
126346	52	qiagen	sanger1	sanger2	1K
136680	1	qiagen	sanger1	sanger2	1K
138658	4	qiagen	sanger1	sanger2	1K
152416	3	qiagen	sanger1	sanger2	1K
243140	6	qiagen	sanger1	sanger2	1K
252024	7	qiagen	sanger1	sanger2	1K
303045	9	qiagen	sanger1	sanger2	1K
425993	46	qiagen	sanger1	sanger2	1K
1616901	40	qiagen	sanger1	sanger2	1K
17623694	0	qiagen	sanger1	sanger2	1K
58459055	60	qiagen	sanger1	sanger2	1K
17120	32	qiagen	sof1	sanger1	100
18818	34	qiagen	sof1	sanger1	100
21103	35	qiagen	sof1	sanger1	100
23131	44	qiagen	sof1	sanger1	100
24364	38	qiagen	sof1	sanger1	100
25511	20	qiagen	sof1	sanger1	100
27552	56	qiagen	sof1	sanger1	100
27829	47	qiagen	sof1	sanger1	100
28320	37	qiagen	sof1	sanger1	100
29683	53	qiagen	sof1	sanger1	100
30095	41	qiagen	sof1	sanger1	100
30960	59	qiagen	sof1	sanger1	100
31536	51	qiagen	sof1	sanger1	100
31893	23	qiagen	sof1	sanger1	100
32125	42	qiagen	sof1	sanger1	100
32198	36	qiagen	sof1	sanger1	100
33286	22	qiagen	sof1	sanger1	100
33591	50	qiagen	sof1	sanger1	100
37098	55	qiagen	sof1	sanger1	100
38577	57	qiagen	sof1	sanger1	100
39153	26	qiagen	sof1	sanger1	100
39626	49	qiagen	sof1	sanger1	100
40491	29	qiagen	sof1	sanger1	100
43589	39	qiagen	sof1	sanger1	100
44704	8	qiagen	sof1	sanger1	100
45139	28	qiagen	sof1	sanger1	100
45530	25	qiagen	sof1	sanger1	100
50543	48	qiagen	sof1	sanger1	100
52159	24	qiagen	sof1	sanger1	100
52640	43	qiagen	sof1	sanger1	100
53260	27	qiagen	sof1	sanger1	100
53703	54	qiagen	sof1	sanger1	100
56531	11	qiagen	sof1	sanger1	100
58954	10	qiagen	sof1	sanger1	100
59150	30	qiagen	sof1	sanger1	100
61593	45	qiagen	sof1	sanger1	100
65975	31	qiagen	sof1	sanger1	100
72933	17	qiagen	sof1	sanger1	100
77697	13	qiagen	sof1	sanger1	100
78104	14	qiagen	sof1	sanger1	100
85048	15	qiagen	sof1	sanger1	100
86708	16	qiagen	sof1	sanger1	100
103425	33	qiagen	sof1	sanger1	100
114270	58	qiagen	sof1	sanger1	100
115659	12	qiagen	sof1	sanger1	100
124719	18	qiagen	sof1	sanger1	100
130081	19	qiagen	sof1	sanger1	100
152870	2	qiagen	sof1	sanger1	100
160258	5	qiagen	sof1	sanger1	100
181537	1	qiagen	sof1	sanger1	100
195817	21	qiagen	sof1	sanger1	100
197543	3	qiagen	sof1	sanger1	100
197816	4	qiagen	sof1	sanger1	100
294269	52	qiagen	sof1	sanger1	100
331968	6	qiagen	sof1	sanger1	100
361282	7	qiagen	sof1	sanger1	100
545130	9	qiagen	sof1	sanger1	100
922559	46	qiagen	sof1	sanger1	100
3027151	40	qiagen	sof1	sanger1	100
35593229	60	qiagen	sof1	sanger1	100
40481799	0	qiagen	sof1	sanger1	100
25358	32	qiagen	sof1	sanger1	1K
25398	38	qiagen	sof1	sanger1	1K
26083	34	qiagen	sof1	sanger1	1K
29901	35	qiagen	sof1	sanger1	1K
32413	20	qiagen	sof1	sanger1	1K
34406	41	qiagen	sof1	sanger1	1K
35196	26	qiagen	sof1	sanger1	1K
35891	23	qiagen	sof1	sanger1	1K
36050	44	qiagen	sof1	sanger1	1K
36827	37	qiagen	sof1	sanger1	1K
37375	29	qiagen	sof1	sanger1	1K
39106	42	qiagen	sof1	sanger1	1K
39317	36	qiagen	sof1	sanger1	1K
39670	28	qiagen	sof1	sanger1	1K
39930	56	qiagen	sof1	sanger1	1K
40466	22	qiagen	sof1	sanger1	1K
40725	47	qiagen	sof1	sanger1	1K
41933	53	qiagen	sof1	sanger1	1K
42669	50	qiagen	sof1	sanger1	1K
45289	51	qiagen	sof1	sanger1	1K
47767	59	qiagen	sof1	sanger1	1K
48992	57	qiagen	sof1	sanger1	1K
49147	43	qiagen	sof1	sanger1	1K
49492	25	qiagen	sof1	sanger1	1K
50139	17	qiagen	sof1	sanger1	1K
50295	8	qiagen	sof1	sanger1	1K
50411	55	qiagen	sof1	sanger1	1K
50554	11	qiagen	sof1	sanger1	1K
52768	49	qiagen	sof1	sanger1	1K
53871	10	qiagen	sof1	sanger1	1K
56798	30	qiagen	sof1	sanger1	1K
57795	45	qiagen	sof1	sanger1	1K
58162	24	qiagen	sof1	sanger1	1K
58331	14	qiagen	sof1	sanger1	1K
58383	31	qiagen	sof1	sanger1	1K
58594	39	qiagen	sof1	sanger1	1K
58934	16	qiagen	sof1	sanger1	1K
63492	13	qiagen	sof1	sanger1	1K
66538	27	qiagen	sof1	sanger1	1K
69012	58	qiagen	sof1	sanger1	1K
69639	15	qiagen	sof1	sanger1	1K
79540	54	qiagen	sof1	sanger1	1K
80206	48	qiagen	sof1	sanger1	1K
84009	19	qiagen	sof1	sanger1	1K
84782	12	qiagen	sof1	sanger1	1K
86211	33	qiagen	sof1	sanger1	1K
90635	18	qiagen	sof1	sanger1	1K
103411	2	qiagen	sof1	sanger1	1K
104146	5	qiagen	sof1	sanger1	1K
110239	21	qiagen	sof1	sanger1	1K
124547	4	qiagen	sof1	sanger1	1K
125461	1	qiagen	sof1	sanger1	1K
126632	52	qiagen	sof1	sanger1	1K
136505	3	qiagen	sof1	sanger1	1K
200958	6	qiagen	sof1	sanger1	1K
205976	7	qiagen	sof1	sanger1	1K
262669	9	qiagen	sof1	sanger1	1K
370209	46	qiagen	sof1	sanger1	1K
1441966	40	qiagen	sof1	sanger1	1K
16144205	0	qiagen	sof1	sanger1	1K
56103373	60	qiagen	sof1	sanger1	1K
17236	32	qiagen	sof1	sanger2	100
18151	34	qiagen	sof1	sanger2	100
18888	35	qiagen	sof1	sanger2	100
19746	44	qiagen	sof1	sanger2	100
22530	38	qiagen	sof1	sanger2	100
23660	47	qiagen	sof1	sanger2	100
24116	56	qiagen	sof1	sanger2	100
25454	53	qiagen	sof1	sanger2	100
26348	37	qiagen	sof1	sanger2	100
26365	23	qiagen	sof1	sanger2	100
26487	59	qiagen	sof1	sanger2	100
27077	41	qiagen	sof1	sanger2	100
27087	20	qiagen	sof1	sanger2	100
27788	51	qiagen	sof1	sanger2	100
28204	42	qiagen	sof1	sanger2	100
28753	50	qiagen	sof1	sanger2	100
29063	36	qiagen	sof1	sanger2	100
30052	22	qiagen	sof1	sanger2	100
32070	26	qiagen	sof1	sanger2	100
32868	55	qiagen	sof1	sanger2	100
33167	57	qiagen	sof1	sanger2	100
34695	49	qiagen	sof1	sanger2	100
37036	29	qiagen	sof1	sanger2	100
39077	25	qiagen	sof1	sanger2	100
39302	28	qiagen	sof1	sanger2	100
40651	39	qiagen	sof1	sanger2	100
41838	8	qiagen	sof1	sanger2	100
43596	48	qiagen	sof1	sanger2	100
44111	24	qiagen	sof1	sanger2	100
46414	54	qiagen	sof1	sanger2	100
46465	27	qiagen	sof1	sanger2	100
47351	43	qiagen	sof1	sanger2	100
48172	11	qiagen	sof1	sanger2	100
52146	10	qiagen	sof1	sanger2	100
54722	30	qiagen	sof1	sanger2	100
55602	45	qiagen	sof1	sanger2	100
63506	31	qiagen	sof1	sanger2	100
66916	17	qiagen	sof1	sanger2	100
67147	14	qiagen	sof1	sanger2	100
69469	13	qiagen	sof1	sanger2	100
79662	15	qiagen	sof1	sanger2	100
80949	16	qiagen	sof1	sanger2	100
96786	33	qiagen	sof1	sanger2	100
106163	12	qiagen	sof1	sanger2	100
108656	58	qiagen	sof1	sanger2	100
121767	18	qiagen	sof1	sanger2	100
124543	19	qiagen	sof1	sanger2	100
138492	2	qiagen	sof1	sanger2	100
152686	5	qiagen	sof1	sanger2	100
164434	1	qiagen	sof1	sanger2	100
184104	3	qiagen	sof1	sanger2	100
185112	4	qiagen	sof1	sanger2	100
187766	21	qiagen	sof1	sanger2	100
289586	52	qiagen	sof1	sanger2	100
326226	6	qiagen	sof1	sanger2	100
351700	7	qiagen	sof1	sanger2	100
518882	9	qiagen	sof1	sanger2	100
914990	46	qiagen	sof1	sanger2	100
2985905	40	qiagen	sof1	sanger2	100
32562404	60	qiagen	sof1	sanger2	100
38535591	0	qiagen	sof1	sanger2	100
25130	38	qiagen	sof1	sanger2	1K
25315	32	qiagen	sof1	sanger2	1K
25884	34	qiagen	sof1	sanger2	1K
29799	35	qiagen	sof1	sanger2	1K
31926	20	qiagen	sof1	sanger2	1K
33621	41	qiagen	sof1	sanger2	1K
34120	26	qiagen	sof1	sanger2	1K
35506	44	qiagen	sof1	sanger2	1K
35676	23	qiagen	sof1	sanger2	1K
36028	29	qiagen	sof1	sanger2	1K
37330	37	qiagen	sof1	sanger2	1K
39036	28	qiagen	sof1	sanger2	1K
39239	42	qiagen	sof1	sanger2	1K
39464	36	qiagen	sof1	sanger2	1K
39604	56	qiagen	sof1	sanger2	1K
40617	22	qiagen	sof1	sanger2	1K
40970	47	qiagen	sof1	sanger2	1K
41136	50	qiagen	sof1	sanger2	1K
41218	53	qiagen	sof1	sanger2	1K
44070	51	qiagen	sof1	sanger2	1K
48392	59	qiagen	sof1	sanger2	1K
48786	43	qiagen	sof1	sanger2	1K
48798	17	qiagen	sof1	sanger2	1K
48831	57	qiagen	sof1	sanger2	1K
49346	8	qiagen	sof1	sanger2	1K
49361	25	qiagen	sof1	sanger2	1K
50234	55	qiagen	sof1	sanger2	1K
50489	11	qiagen	sof1	sanger2	1K
52492	49	qiagen	sof1	sanger2	1K
53363	10	qiagen	sof1	sanger2	1K
54775	31	qiagen	sof1	sanger2	1K
55123	14	qiagen	sof1	sanger2	1K
55804	30	qiagen	sof1	sanger2	1K
55895	16	qiagen	sof1	sanger2	1K
56299	45	qiagen	sof1	sanger2	1K
57803	24	qiagen	sof1	sanger2	1K
59026	39	qiagen	sof1	sanger2	1K
65056	27	qiagen	sof1	sanger2	1K
67060	58	qiagen	sof1	sanger2	1K
67768	13	qiagen	sof1	sanger2	1K
75244	15	qiagen	sof1	sanger2	1K
78047	19	qiagen	sof1	sanger2	1K
78263	48	qiagen	sof1	sanger2	1K
79263	54	qiagen	sof1	sanger2	1K
81847	33	qiagen	sof1	sanger2	1K
85573	12	qiagen	sof1	sanger2	1K
86983	18	qiagen	sof1	sanger2	1K
98738	5	qiagen	sof1	sanger2	1K
100462	2	qiagen	sof1	sanger2	1K
103930	21	qiagen	sof1	sanger2	1K
117951	4	qiagen	sof1	sanger2	1K
121505	1	qiagen	sof1	sanger2	1K
123638	52	qiagen	sof1	sanger2	1K
130973	3	qiagen	sof1	sanger2	1K
189096	7	qiagen	sof1	sanger2	1K
189968	6	qiagen	sof1	sanger2	1K
245968	9	qiagen	sof1	sanger2	1K
358234	46	qiagen	sof1	sanger2	1K
1401423	40	qiagen	sof1	sanger2	1K
14764139	0	qiagen	sof1	sanger2	1K
58411328	60	qiagen	sof1	sanger2	1K
17098	32	qiagen	sof1	sof2	100
18839	34	qiagen	sof1	sof2	100
21604	35	qiagen	sof1	sof2	100
21896	44	qiagen	sof1	sof2	100
25061	38	qiagen	sof1	sof2	100
26392	20	qiagen	sof1	sof2	100
26751	47	qiagen	sof1	sof2	100
27538	56	qiagen	sof1	sof2	100
28425	59	qiagen	sof1	sof2	100
28995	53	qiagen	sof1	sof2	100
29751	37	qiagen	sof1	sof2	100
31778	51	qiagen	sof1	sof2	100
32738	23	qiagen	sof1	sof2	100
34221	41	qiagen	sof1	sof2	100
34463	22	qiagen	sof1	sof2	100
35050	36	qiagen	sof1	sof2	100
35737	50	qiagen	sof1	sof2	100
35821	42	qiagen	sof1	sof2	100
39537	55	qiagen	sof1	sof2	100
41041	26	qiagen	sof1	sof2	100
41138	49	qiagen	sof1	sof2	100
42919	39	qiagen	sof1	sof2	100
43394	57	qiagen	sof1	sof2	100
44803	29	qiagen	sof1	sof2	100
47831	48	qiagen	sof1	sof2	100
48712	25	qiagen	sof1	sof2	100
50477	8	qiagen	sof1	sof2	100
51724	54	qiagen	sof1	sof2	100
53996	28	qiagen	sof1	sof2	100
57560	24	qiagen	sof1	sof2	100
59909	27	qiagen	sof1	sof2	100
61702	10	qiagen	sof1	sof2	100
62607	11	qiagen	sof1	sof2	100
65281	43	qiagen	sof1	sof2	100
71063	30	qiagen	sof1	sof2	100
77433	45	qiagen	sof1	sof2	100
78688	31	qiagen	sof1	sof2	100
83725	14	qiagen	sof1	sof2	100
89664	17	qiagen	sof1	sof2	100
89830	13	qiagen	sof1	sof2	100
98607	15	qiagen	sof1	sof2	100
112871	16	qiagen	sof1	sof2	100
123447	33	qiagen	sof1	sof2	100
139818	12	qiagen	sof1	sof2	100
152575	18	qiagen	sof1	sof2	100
168464	58	qiagen	sof1	sof2	100
171166	19	qiagen	sof1	sof2	100
189466	2	qiagen	sof1	sof2	100
206683	5	qiagen	sof1	sof2	100
223467	1	qiagen	sof1	sof2	100
239048	3	qiagen	sof1	sof2	100
256213	4	qiagen	sof1	sof2	100
273464	21	qiagen	sof1	sof2	100
400159	6	qiagen	sof1	sof2	100
435416	7	qiagen	sof1	sof2	100
469909	52	qiagen	sof1	sof2	100
729366	9	qiagen	sof1	sof2	100
1381442	46	qiagen	sof1	sof2	100
4431504	40	qiagen	sof1	sof2	100
34912259	60	qiagen	sof1	sof2	100
58719911	0	qiagen	sof1	sof2	100
24710	38	qiagen	sof1	sof2	1K
25485	32	qiagen	sof1	sof2	1K
25984	34	qiagen	sof1	sof2	1K
30026	35	qiagen	sof1	sof2	1K
31531	26	qiagen	sof1	sof2	1K
32667	20	qiagen	sof1	sof2	1K
33820	41	qiagen	sof1	sof2	1K
34732	44	qiagen	sof1	sof2	1K
34758	29	qiagen	sof1	sof2	1K
34767	23	qiagen	sof1	sof2	1K
36854	37	qiagen	sof1	sof2	1K
38951	42	qiagen	sof1	sof2	1K
39130	28	qiagen	sof1	sof2	1K
39324	56	qiagen	sof1	sof2	1K
39659	47	qiagen	sof1	sof2	1K
40037	36	qiagen	sof1	sof2	1K
40337	50	qiagen	sof1	sof2	1K
40487	22	qiagen	sof1	sof2	1K
41662	53	qiagen	sof1	sof2	1K
43646	51	qiagen	sof1	sof2	1K
46921	14	qiagen	sof1	sof2	1K
47397	11	qiagen	sof1	sof2	1K
47436	59	qiagen	sof1	sof2	1K
48096	17	qiagen	sof1	sof2	1K
48397	25	qiagen	sof1	sof2	1K
48598	43	qiagen	sof1	sof2	1K
49019	57	qiagen	sof1	sof2	1K
49335	8	qiagen	sof1	sof2	1K
50784	49	qiagen	sof1	sof2	1K
50817	10	qiagen	sof1	sof2	1K
51328	55	qiagen	sof1	sof2	1K
51624	31	qiagen	sof1	sof2	1K
55198	45	qiagen	sof1	sof2	1K
55918	16	qiagen	sof1	sof2	1K
56003	39	qiagen	sof1	sof2	1K
56102	30	qiagen	sof1	sof2	1K
57684	13	qiagen	sof1	sof2	1K
58268	24	qiagen	sof1	sof2	1K
61086	15	qiagen	sof1	sof2	1K
61658	27	qiagen	sof1	sof2	1K
71565	58	qiagen	sof1	sof2	1K
73795	33	qiagen	sof1	sof2	1K
73925	19	qiagen	sof1	sof2	1K
75311	48	qiagen	sof1	sof2	1K
77523	12	qiagen	sof1	sof2	1K
78481	18	qiagen	sof1	sof2	1K
79672	54	qiagen	sof1	sof2	1K
91477	5	qiagen	sof1	sof2	1K
94634	2	qiagen	sof1	sof2	1K
100701	21	qiagen	sof1	sof2	1K
108294	4	qiagen	sof1	sof2	1K
115889	1	qiagen	sof1	sof2	1K
118151	3	qiagen	sof1	sof2	1K
131905	52	qiagen	sof1	sof2	1K
149456	7	qiagen	sof1	sof2	1K
153287	6	qiagen	sof1	sof2	1K
213817	9	qiagen	sof1	sof2	1K
319923	46	qiagen	sof1	sof2	1K
1309563	40	qiagen	sof1	sof2	1K
14044123	0	qiagen	sof1	sof2	1K
59825645	60	qiagen	sof1	sof2	1K
18266	32	qiagen	sof2	sanger1	100
19979	34	qiagen	sof2	sanger1	100
22467	35	qiagen	sof2	sanger1	100
24687	44	qiagen	sof2	sanger1	100
25699	38	qiagen	sof2	sanger1	100
26801	20	qiagen	sof2	sanger1	100
29122	47	qiagen	sof2	sanger1	100
30030	56	qiagen	sof2	sanger1	100
30485	37	qiagen	sof2	sanger1	100
31698	53	qiagen	sof2	sanger1	100
32561	59	qiagen	sof2	sanger1	100
33186	51	qiagen	sof2	sanger1	100
33474	41	qiagen	sof2	sanger1	100
34633	23	qiagen	sof2	sanger1	100
35028	36	qiagen	sof2	sanger1	100
35560	42	qiagen	sof2	sanger1	100
35971	22	qiagen	sof2	sanger1	100
36404	50	qiagen	sof2	sanger1	100
40021	55	qiagen	sof2	sanger1	100
42172	49	qiagen	sof2	sanger1	100
42617	57	qiagen	sof2	sanger1	100
43660	26	qiagen	sof2	sanger1	100
45704	29	qiagen	sof2	sanger1	100
47486	39	qiagen	sof2	sanger1	100
49172	25	qiagen	sof2	sanger1	100
50047	8	qiagen	sof2	sanger1	100
51705	28	qiagen	sof2	sanger1	100
53378	48	qiagen	sof2	sanger1	100
57353	54	qiagen	sof2	sanger1	100
58289	24	qiagen	sof2	sanger1	100
60223	43	qiagen	sof2	sanger1	100
60523	27	qiagen	sof2	sanger1	100
64378	11	qiagen	sof2	sanger1	100
65894	10	qiagen	sof2	sanger1	100
67687	30	qiagen	sof2	sanger1	100
71588	45	qiagen	sof2	sanger1	100
75795	31	qiagen	sof2	sanger1	100
85027	17	qiagen	sof2	sanger1	100
89779	13	qiagen	sof2	sanger1	100
90621	14	qiagen	sof2	sanger1	100
98173	15	qiagen	sof2	sanger1	100
103689	16	qiagen	sof2	sanger1	100
120178	33	qiagen	sof2	sanger1	100
135495	12	qiagen	sof2	sanger1	100
140294	58	qiagen	sof2	sanger1	100
147428	18	qiagen	sof2	sanger1	100
154543	19	qiagen	sof2	sanger1	100
178970	2	qiagen	sof2	sanger1	100
191399	5	qiagen	sof2	sanger1	100
210230	1	qiagen	sof2	sanger1	100
230437	3	qiagen	sof2	sanger1	100
237355	4	qiagen	sof2	sanger1	100
240613	21	qiagen	sof2	sanger1	100
373380	52	qiagen	sof2	sanger1	100
393637	6	qiagen	sof2	sanger1	100
428872	7	qiagen	sof2	sanger1	100
664332	9	qiagen	sof2	sanger1	100
1155839	46	qiagen	sof2	sanger1	100
3765801	40	qiagen	sof2	sanger1	100
39143088	60	qiagen	sof2	sanger1	100
50384606	0	qiagen	sof2	sanger1	100
27094	38	qiagen	sof2	sanger1	1K
27095	32	qiagen	sof2	sanger1	1K
27295	34	qiagen	sof2	sanger1	1K
31425	35	qiagen	sof2	sanger1	1K
35110	20	qiagen	sof2	sanger1	1K
36228	41	qiagen	sof2	sanger1	1K
37275	26	qiagen	sof2	sanger1	1K
37568	44	qiagen	sof2	sanger1	1K
38296	23	qiagen	sof2	sanger1	1K
39203	37	qiagen	sof2	sanger1	1K
39593	29	qiagen	sof2	sanger1	1K
41181	42	qiagen	sof2	sanger1	1K
41292	56	qiagen	sof2	sanger1	1K
41678	36	qiagen	sof2	sanger1	1K
42362	47	qiagen	sof2	sanger1	1K
42732	28	qiagen	sof2	sanger1	1K
43441	22	qiagen	sof2	sanger1	1K
44355	53	qiagen	sof2	sanger1	1K
44532	50	qiagen	sof2	sanger1	1K
47343	51	qiagen	sof2	sanger1	1K
50047	59	qiagen	sof2	sanger1	1K
51433	43	qiagen	sof2	sanger1	1K
51595	57	qiagen	sof2	sanger1	1K
52149	25	qiagen	sof2	sanger1	1K
52691	11	qiagen	sof2	sanger1	1K
52740	8	qiagen	sof2	sanger1	1K
52835	17	qiagen	sof2	sanger1	1K
53249	55	qiagen	sof2	sanger1	1K
55012	49	qiagen	sof2	sanger1	1K
56882	10	qiagen	sof2	sanger1	1K
59119	45	qiagen	sof2	sanger1	1K
60623	39	qiagen	sof2	sanger1	1K
60696	14	qiagen	sof2	sanger1	1K
60857	31	qiagen	sof2	sanger1	1K
60926	30	qiagen	sof2	sanger1	1K
62246	24	qiagen	sof2	sanger1	1K
62312	16	qiagen	sof2	sanger1	1K
66854	13	qiagen	sof2	sanger1	1K
68284	27	qiagen	sof2	sanger1	1K
72391	15	qiagen	sof2	sanger1	1K
73119	58	qiagen	sof2	sanger1	1K
83667	48	qiagen	sof2	sanger1	1K
83798	54	qiagen	sof2	sanger1	1K
87743	12	qiagen	sof2	sanger1	1K
88056	19	qiagen	sof2	sanger1	1K
88756	33	qiagen	sof2	sanger1	1K
